"","t","spec","gif"
"1",1,7.08234847977986,0
"2",2,7.08234847977986,0
"3",3,7.08234847977986,0
"4",4,7.08234847977986,0
"5",5,7.08234847977986,0
"6",6,7.08234847977986,0
"7",7,7.08234847977986,0
"8",8,7.08234847977986,0
"9",9,7.08234847977986,0
"10",10,7.08234847977986,0
"11",11,7.08234847977986,0
"12",12,7.08234847977986,0
"13",13,7.08234847977986,0
"14",14,7.08234847977986,0
"15",15,7.08234847977986,0
"16",16,7.08234847977986,0
"17",17,7.08234847977986,0
"18",18,7.08234847977986,0
"19",19,7.08234847977986,0
"20",20,7.08234847977986,0
"21",21,7.08234847977986,0
"22",22,7.08234847977986,0
"23",23,7.08234847977986,0
"24",24,7.08234847977986,0
"25",25,7.08234847977986,0
"26",26,7.08234847977986,0
"27",27,7.08234847977986,0
"28",28,7.08234847977986,0
"29",29,7.08234847977986,0
"30",30,7.08234847977986,0
"31",31,7.08234847977986,0
"32",32,7.08234847977986,0
"33",33,7.08234847977986,0
"34",34,7.08234847977986,0
"35",35,7.08234847977986,0
"36",36,7.08234847977986,0
"37",37,7.08234847977986,0
"38",38,7.08234847977986,0
"39",39,7.08234847977986,0
"40",40,7.08234847977986,0
"41",41,7.08234847977986,0
"42",42,7.08234847977986,0
"43",43,7.08234847977986,0
"44",44,7.08234847977986,0
"45",45,7.08234847977986,0
"46",46,7.08234847977986,0
"47",47,7.08234847977986,0
"48",48,7.08234847977986,0
"49",49,7.08234847977986,0
"50",50,7.08234847977986,0
"51",51,7.08234847977986,0
"52",52,7.08234847977986,0
"53",53,7.08234847977986,0
"54",54,7.08234847977986,0
"55",55,7.08234847977986,0
"56",56,7.08234847977986,0
"57",57,7.08234847977986,0
"58",58,7.08234847977986,0
"59",59,7.08234847977986,0
"60",60,7.08234847977986,0
"61",61,7.08234847977986,0
"62",62,7.08234847977986,0
"63",63,7.08234847977986,0
"64",64,7.08234847977986,0
"65",65,7.08234847977986,0
"66",66,7.08234847977986,0
"67",67,7.08234847977986,0
"68",68,7.08234847977986,0
"69",69,7.08234847977986,0
"70",70,7.08234847977986,0
"71",71,7.08234847977986,0
"72",72,7.08234847977986,0
"73",73,7.08234847977986,0
"74",74,7.08234847977986,0
"75",75,7.08234847977986,0
"76",76,7.08234847977986,0
"77",77,7.08234847977986,0
"78",78,7.08234847977986,0
"79",79,7.08234847977986,0
"80",80,7.08234847977986,0
"81",81,7.08234847977986,0
"82",82,7.08234847977986,0
"83",83,7.08234847977986,0
"84",84,7.08234847977986,0
"85",85,7.08234847977986,0
"86",86,7.08234847977986,0
"87",87,7.08234847977986,0
"88",88,7.08234847977986,0
"89",89,7.08234847977986,0
"90",90,7.08234847977986,0
"91",91,7.08234847977986,0
"92",92,7.08234847977986,0
"93",93,7.08234847977986,0
"94",94,7.08234847977986,0
"95",95,7.08234847977986,0
"96",96,7.08234847977986,0
"97",97,7.08234847977986,0
"98",98,7.08234847977986,0
"99",99,7.08234847977986,0
"100",100,7.08234847977986,0
"101",101,7.08234847977986,0
"102",102,7.08234847977986,0
"103",103,7.08234847977986,0
"104",104,7.08234847977986,0
"105",105,7.08234847977986,0
"106",106,7.08234847977986,0
"107",107,7.08234847977986,0
"108",108,7.08234847977986,0
"109",109,7.08234847977986,0
"110",110,7.08234847977986,0
"111",111,7.08234847977986,0
"112",112,7.08234847977986,0
"113",113,7.08234847977986,0
"114",114,7.08234847977986,0
"115",115,7.08234847977986,0
"116",116,7.08234847977986,0
"117",117,7.08234847977986,0
"118",118,7.08234847977986,0
"119",119,7.08234847977986,0
"120",120,7.08234847977986,0
"121",121,7.08234847977986,0
"122",122,7.08234847977986,0
"123",123,7.08234847977986,0
"124",124,7.08234847977986,0
"125",125,7.08234847977986,0
"126",126,7.08234847977986,0
"127",127,7.08234847977986,0
"128",128,7.08234847977986,0
"129",129,7.08234847977986,0
"130",130,7.08234847977986,0
"131",131,7.08234847977986,0
"132",132,7.08234847977986,0
"133",133,7.08234847977986,0
"134",134,7.08234847977986,0
"135",135,7.08234847977986,0
"136",136,7.08234847977986,0
"137",137,7.08234847977986,0
"138",138,7.08234847977986,0
"139",139,7.08234847977986,0
"140",140,7.08234847977986,0
"141",141,7.08234847977986,0
"142",142,7.08234847977986,0
"143",143,7.08234847977986,0
"144",144,7.08234847977986,0
"145",145,7.08234847977986,0
"146",146,7.08234847977986,0
"147",147,7.08234847977986,0
"148",148,7.08234847977986,0
"149",149,7.08234847977986,0
"150",150,7.08234847977986,0
"151",151,7.08234847977986,0
"152",152,7.08234847977986,0
"153",153,7.08234847977986,0
"154",154,7.08234847977986,0
"155",155,7.08234847977986,0
"156",156,7.08234847977986,0
"157",157,7.08234847977986,0
"158",158,7.08234847977986,0
"159",159,7.08234847977986,0
"160",160,7.08234847977986,0
"161",161,7.08234847977986,0
"162",162,7.08234847977986,0
"163",163,7.08234847977986,0
"164",164,7.08234847977986,0
"165",165,7.08234847977986,0
"166",166,7.08234847977986,0
"167",167,7.08234847977986,0
"168",168,7.08234847977986,0
"169",169,7.08234847977986,0
"170",170,7.08234847977986,0
"171",171,7.08234847977986,0
"172",172,7.08234847977986,0
"173",173,7.08234847977986,0
"174",174,7.08234847977986,0
"175",175,7.08234847977986,0
"176",176,7.08234847977986,0
"177",177,7.08234847977986,0
"178",178,7.08234847977986,0
"179",179,7.08234847977986,0
"180",180,7.08234847977986,0
"181",181,7.08234847977986,0
"182",182,7.08234847977986,0
"183",183,7.08234847977986,0
"184",184,7.08234847977986,0
"185",185,7.08234847977986,0
"186",186,7.08234847977986,0
"187",187,7.08234847977986,0
"188",188,7.08234847977986,0
"189",189,7.08234847977986,0
"190",190,7.08234847977986,0
"191",191,7.08234847977986,0
"192",192,7.08234847977986,0
"193",193,7.08234847977986,0
"194",194,7.08234847977986,0
"195",195,7.08234847977986,0
"196",196,7.08234847977986,0
"197",197,7.08234847977986,0
"198",198,7.08234847977986,0
"199",199,7.08234847977986,0
"200",200,7.08234847977986,0
"201",1,7.16432532682034,0.000779193195291468
"202",2,7.16432532682034,0.000782508911016112
"203",3,7.16432532682034,0.000785852966191395
"204",4,7.16432532682034,0.000789225725702946
"205",5,7.16432532682034,0.000792627560727527
"206",6,7.16432532682034,0.000796058848869205
"207",7,7.16432532682034,0.000799519974299071
"208",8,7.16432532682034,0.00080301132789863
"209",9,7.16432532682034,0.000806533307406958
"210",10,7.16432532682034,0.000810086317571746
"211",11,7.16432532682034,0.000813670770304364
"212",12,7.16432532682034,0.00081728708483905
"213",13,7.16432532682034,0.000820935687896368
"214",14,7.16432532682034,0.00082461701385106
"215",15,7.16432532682034,0.000828331504904443
"216",16,7.16432532682034,0.000832079611261477
"217",17,7.16432532682034,0.000835861791312665
"218",18,7.16432532682034,0.000839678511820942
"219",19,7.16432532682034,0.000843530248113699
"220",20,7.16432532682034,0.000847417484280121
"221",21,7.16432532682034,0.000851340713374011
"222",22,7.16432532682034,0.000855300437622262
"223",23,7.16432532682034,0.000859297168639188
"224",24,7.16432532682034,0.000863331427646884
"225",25,7.16432532682034,0.000867403745701822
"226",26,7.16432532682034,0.000871514663927897
"227",27,7.16432532682034,0.000875664733756125
"228",28,7.16432532682034,0.000879854517171227
"229",29,7.16432532682034,0.000884084586965319
"230",30,7.16432532682034,0.000888355526998968
"231",31,7.16432532682034,0.000892667932469836
"232",32,7.16432532682034,0.000897022410189202
"233",33,7.16432532682034,0.0009014195788666
"234",34,7.16432532682034,0.000905860069402888
"235",35,7.16432532682034,0.000910344525192012
"236",36,7.16432532682034,0.000914873602431773
"237",37,7.16432532682034,0.000919447970443932
"238",38,7.16432532682034,0.000924068312003951
"239",39,7.16432532682034,0.000928735323680739
"240",40,7.16432532682034,0.000933449716186733
"241",41,7.16432532682034,0.000938212214738706
"242",42,7.16432532682034,0.000943023559429673
"243",43,7.16432532682034,0.000947884505612301
"244",44,7.16432532682034,0.00095279582429423
"245",45,7.16432532682034,0.000957758302545762
"246",46,7.16432532682034,0.000962772743920347
"247",47,7.16432532682034,0.000967839968888349
"248",48,7.16432532682034,0.000972960815284584
"249",49,7.16432532682034,0.00097813613877014
"250",50,7.16432532682034,0.000983366813309018
"251",51,7.16432532682034,0.000988653731660142
"252",52,7.16432532682034,0.000993997805885332
"253",53,7.16432532682034,0.000999399967873839
"254",54,7.16432532682034,0.00100486116988408
"255",55,7.16432532682034,0.00101038238510322
"256",56,7.16432532682034,0.00101596460822534
"257",57,7.16432532682034,0.00102160885604881
"258",58,7.16432532682034,0.00102731616809378
"259",59,7.16432532682034,0.00103308760724037
"260",60,7.16432532682034,0.00103892426038862
"261",61,7.16432532682034,0.00104482723914083
"262",62,7.16432532682034,0.00105079768050735
"263",63,7.16432532682034,0.0010568367476367
"264",64,7.16432532682034,0.00106294563057102
"265",65,7.16432532682034,0.00106912554702783
"266",66,7.16432532682034,0.00107537774320928
"267",67,7.16432532682034,0.00108170349463992
"268",68,7.16432532682034,0.00108810410703424
"269",69,7.16432532682034,0.00109458091719516
"270",70,7.16432532682034,0.00110113529394483
"271",71,7.16432532682034,0.00110776863908907
"272",72,7.16432532682034,0.00111448238841689
"273",73,7.16432532682034,0.0011212780127365
"274",74,7.16432532682034,0.00112815701894961
"275",75,7.16432532682034,0.00113512095116535
"276",76,7.16432532682034,0.00114217139185582
"277",77,7.16432532682034,0.00114930996305491
"278",78,7.16432532682034,0.00115653832760243
"279",79,7.16432532682034,0.00116385819043536
"280",80,7.16432532682034,0.00117127129992858
"281",81,7.16432532682034,0.00117877944928709
"282",82,7.16432532682034,0.00118638447799217
"283",83,7.16432532682034,0.00119408827330381
"284",84,7.16432532682034,0.00120189277182213
"285",85,7.16432532682034,0.00120979996111044
"286",86,7.16432532682034,0.00121781188138269
"287",87,7.16432532682034,0.00122593062725858
"288",88,7.16432532682034,0.00123415834958917
"289",89,7.16432532682034,0.00124249725735666
"290",90,7.16432532682034,0.00125094961965161
"291",91,7.16432532682034,0.00125951776773141
"292",92,7.16432532682034,0.00126820409716404
"293",93,7.16432532682034,0.00127701107006102
"294",94,7.16432532682034,0.0012859412174041
"295",95,7.16432532682034,0.00129499714147033
"296",96,7.16432532682034,0.00130418151836019
"297",97,7.16432532682034,0.00131349710063419
"298",98,7.16432532682034,0.00132294672006321
"299",99,7.16432532682034,0.00133253329049845
"300",100,7.16432532682034,0.00134225981086705
"301",101,7.16432532682034,0.0013521293682999
"302",102,7.16432532682034,0.00136214514139842
"303",103,7.16432532682034,0.00137231040364766
"304",104,7.16432532682034,0.00138262852698336
"305",105,7.16432532682034,0.00139310298552111
"306",106,7.16432532682034,0.00140373735945638
"307",107,7.16432532682034,0.00141453533914451
"308",108,7.16432532682034,0.00142550072937044
"309",109,7.16432532682034,0.00143663745381864
"310",110,7.16432532682034,0.00144794955975422
"311",111,7.16432532682034,0.00145944122292688
"312",112,7.16432532682034,0.00147111675271029
"313",113,7.16432532682034,0.00148298059749021
"314",114,7.16432532682034,0.00149503735031534
"315",115,7.16432532682034,0.00150729175482612
"316",116,7.16432532682034,0.00151974871147757
"317",117,7.16432532682034,0.00153241328407322
"318",118,7.16432532682034,0.00154529070662846
"319",119,7.16432532682034,0.00155838639058294
"320",120,7.16432532682034,0.00157170593238279
"321",121,7.16432532682034,0.00158525512145505
"322",122,7.16432532682034,0.00159903994859814
"323",123,7.16432532682034,0.00161306661481392
"324",124,7.16432532682034,0.00162734154060873
"325",125,7.16432532682034,0.00164187137579274
"326",126,7.16432532682034,0.00165666300980889
"327",127,7.16432532682034,0.00167172358262533
"328",128,7.16432532682034,0.0016870604962274
"329",129,7.16432532682034,0.00170268142674802
"330",130,7.16432532682034,0.00171859433727838
"331",131,7.16432532682034,0.00173480749140364
"332",132,7.16432532682034,0.00175132946751225
"333",133,7.16432532682034,0.00176816917393064
"334",134,7.16432532682034,0.00178533586493967
"335",135,7.16432532682034,0.0018028391577332
"336",136,7.16432532682034,0.00182068905038402
"337",137,7.16432532682034,0.00183889594088786
"338",138,7.16432532682034,0.00185747064736148
"339",139,7.16432532682034,0.00187642442947741
"340",140,7.16432532682034,0.0018957690112246
"341",141,7.16432532682034,0.00191551660509152
"342",142,7.16432532682034,0.0019356799377767
"343",143,7.16432532682034,0.00195627227754028
"344",144,7.16432532682034,0.00197730746332028
"345",145,7.16432532682034,0.00199879993574768
"346",146,7.16432532682034,0.00202076477020644
"347",147,7.16432532682034,0.00204321771209763
"348",148,7.16432532682034,0.00206617521448075
"349",149,7.16432532682034,0.00208965447828166
"350",150,7.16432532682034,0.00211367349527341
"351",151,7.16432532682034,0.00213825109405566
"352",152,7.16432532682034,0.00216340698927984
"353",153,7.16432532682034,0.00218916183439031
"354",154,7.16432532682034,0.00221553727817815
"355",155,7.16432532682034,0.002242556025473
"356",156,7.16432532682034,0.0022702419023307
"357",157,7.16432532682034,0.00229861992610983
"358",158,7.16432532682034,0.00232771638087071
"359",159,7.16432532682034,0.00235755889857418
"360",160,7.16432532682034,0.00238817654660761
"361",161,7.16432532682034,0.00241959992222087
"362",162,7.16432532682034,0.00245186125451715
"363",163,7.16432532682034,0.00248499451471333
"364",164,7.16432532682034,0.00251903553546283
"365",165,7.16432532682034,0.00255402214012203
"366",166,7.16432532682034,0.00258999428294065
"367",167,7.16432532682034,0.00262699420126838
"368",168,7.16432532682034,0.0026650665809969
"369",169,7.16432532682034,0.0027042587365998
"370",170,7.16432532682034,0.00274462080729532
"371",171,7.16432532682034,0.00278620597104222
"372",172,7.16432532682034,0.00282907067828902
"373",173,7.16432532682034,0.00287327490763729
"374",174,7.16432532682034,0.00291888244585375
"375",175,7.16432532682034,0.00296596119498043
"376",176,7.16432532682034,0.00301458350965224
"377",177,7.16432532682034,0.00306482656814644
"378",178,7.16432532682034,0.00311677278116587
"379",179,7.16432532682034,0.00317051024291011
"380",180,7.16432532682034,0.00322613322962783
"381",181,7.16432532682034,0.00328374275158547
"382",182,7.16432532682034,0.00334344716525066
"383",183,7.16432532682034,0.00340536285349604
"384",184,7.16432532682034,0.00346961498280729
"385",185,7.16432532682034,0.00353633834786128
"386",186,7.16432532682034,0.0036056783154664
"387",187,7.16432532682034,0.00367779188177573
"388",188,7.16432532682034,0.00375284885895482
"389",189,7.16432532682034,0.00383103321018305
"390",190,7.16432532682034,0.00391254455508056
"391",191,7.16432532682034,0.00399759987149536
"392",192,7.16432532682034,0.00408643542419525
"393",193,7.16432532682034,0.00417930895656333
"394",194,7.16432532682034,0.00427650218811131
"395",195,7.16432532682034,0.00437832366878063
"396",196,7.16432532682034,0.00448511205094601
"397",197,7.16432532682034,0.00459723985221966
"398",198,7.16432532682034,0.00471511779714837
"399",199,7.16432532682034,0.00483919984444175
"400",200,7.16432532682034,0.00496998902942666
"401",1,7.41727823214942,0.00275626378516226
"402",2,7.41727823214942,0.00276799256722678
"403",3,7.41727823214942,0.00277982159529185
"404",4,7.41727823214942,0.00279175216007851
"405",5,7.41727823214942,0.00280378557456161
"406",6,7.41727823214942,0.00281592317445148
"407",7,7.41727823214942,0.00282816631868823
"408",8,7.41727823214942,0.00284051638994888
"409",9,7.41727823214942,0.00285297479516795
"410",10,7.41727823214942,0.00286554296607177
